hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
雷,雷,Léi,surname Lei,"newest-6, old-5","n, nr",1494,1,1-char,这是雷。,This is a surname Lei.
借,借,jiè,to lend; to borrow; by means of; to take (an opportunity),"newest-3, new-2, old-3","v, p",1495,1,1-char,我每天都借。,I to lend every day.
鬼,鬼,guǐ,disembodied spirit; ghost; devil; (suffix) person with a certain vice or addiction etc; sly; crafty; resourceful (variant of 诡); one of the 28 constellations of ancient Chinese astronomy,"newest-7, new-5","n, a",1498,1,1-char,这是鬼。,This is a disembodied spirit; ghost; devil.
安,安,Ān,surname An,"newest-5, new-4","v, g, nr, b, r",1506,1,1-char,我每天都安。,I surname An every day.
东,東,Dōng,surname Dong,"newest-3, new-1, old-3","f, b",1509,1,1-char,我在学习“东”。,I'm learning '东'.
圈,圈,juān,to confine; to lock up; to pen in,"newest-6, new-4, old-5","qv, n, v",1517,1,1-char,我在学习“圈”。,I'm learning '圈'.
课,課,kè,subject; course; class; lesson; to levy; tax; form of divination,"newest-1, new-1, old-2",n,1517,1,1-char,这是课。,This is a subject.
招,招,zhāo,to recruit; to provoke; to beckon; to incur; to infect; contagious; a move (chess); a maneuver; device; trick; to confess,"newest-6, new-6","v, q, n",1522,1,1-char,我每天都招。,I to recruit every day.
国,國,Guó,surname Guo,"newest-1, new-1",n,1527,1,1-char,这是国。,This is a surname Guo.
即,即,jí,namely; that is; i.e.; prompt; at once; at present; even if; prompted (by the occasion); to approach; to come into contact; to assume (office); to draw near,"newest-7, new-7","v, d, c",1528,1,1-char,我每天都即。,I namely every day.
饭,飯,fàn,cooked rice; meal; (loanword) fan; devotee,"newest-1, new-1",n,1529,1,1-char,这是饭。,This is a cooked rice.
封,封,Fēng,surname Feng,"newest-3, new-2","q, v, g",1534,1,1-char,我在学习“封”。,I'm learning '封'.
蛋,蛋,Dàn,variant of 蜑,new-2,n,1539,1,1-char,这是蛋。,This is a variant of 蜑.
科,科,kē,branch of study; administrative section; division; field; branch; stage directions; family (taxonomy); rules; laws; to mete out (punishment); to levy (taxes etc); to fine sb,"newest-6, new-2",n,1543,1,1-char,这是科。,This is a branch of study.
藏,藏,Zàng,Tibet; abbr. for Xizang or Tibet Autonomous Region 藏,"newest-5, new-6","v, b",1544,1,1-char,我每天都藏。,I Tibet every day.
版,版,bǎn,a register; block of printing; edition; version; page,"newest-6, new-5","n, q",1545,1,1-char,这是版。,This is an a register.
龙,龍,Lóng,surname Long,"newest-5, new-3, old-5","n, nr",1547,1,1-char,这是龙。,This is a surname Long.
唯,唯,wéi,"only; alone; -ism (in Chinese, a prefix, often combined with a suffix such as 主义 or 论, e.g. 唯理论, rationalism)","newest-7, new-7",d,1556,1,1-char,他唯来。,He comes only.
配,配,pèi,to join; to fit; to mate; to mix; to match; to deserve; to make up (a prescription); to allocate,"newest-5, new-3",v,1557,1,1-char,我每天都配。,I to join every day.
丝,絲,sī,"silk; thread; trace; (cuisine) shreds or julienne strips; classifier: a thread (of cloud, smoke etc), a bit, an iota, a hint (of sth) etc","newest-7, new-7","n, q",1558,1,1-char,这是丝。,This is a silk.
占,佔,zhàn,variant of 占,"newest-5, new-2",v,1571,1,1-char,我每天都占。,I variant of 占 every day.
乐,樂,Lè,surname Le,new-3,"a, g, v, ad, an",1572,1,1-char,这个很乐。,This is very surname Le.
词,䛐,cí,old variant of 词,"newest-2, new-2",n,1572,1,1-char,这是词。,This is an old variant of 词.
猪,豬,zhū,hog; pig; swine,"newest-5, new-3, old-4",n,1583,1,1-char,这是猪。,This is a hog.
镇,鎮,zhèn,to press down; to calm; to subdue; to suppress; to guard; garrison; small town; to cool or chill (food or drinks),"newest-6, new-6",n,1583,1,1-char,这是镇。,This is a to press down.
季,季,Jì,surname Ji,"newest-3, new-4","q, g, nr",1588,1,1-char,我在学习“季”。,I'm learning '季'.
鸟,鳥,diǎo,variant of 屌; penis,"newest-2, new-2, old-3",n,1593,1,1-char,这是鸟。,This is a variant of 屌.
保,保,Bǎo,Bulgaria; Bulgarian; abbr. for 保加利亚,"newest-5, new-3","v, b",1597,1,1-char,我每天都保。,I Bulgaria every day.
团,團,tuán,"round; lump; ball; to roll into a ball; to gather; regiment; group; society; classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke)","newest-5, new-3, old-5","n, q",1597,1,1-char,这是团。,This is a round.
紧,緊,jǐn,tight; strict; close at hand; near; urgent; tense; hard up; short of money; to tighten,"newest-5, new-3, old-5","a, d",1601,1,1-char,这个很紧。,This is very tight.
抽,抽,chōu,to draw out; to pull out from in between; to remove part of the whole; (of certain plants) to sprout or bud; to whip or thrash,"newest-5, new-4",v,1603,1,1-char,我每天都抽。,I to draw out every day.
证,証,zhèng,to admonish; variant of 证,"newest-4, new-3","n, g",1605,1,1-char,这是证。,This is a to admonish.
演,演,yǎn,to develop; to evolve; to practice; to perform; to play; to act,"newest-4, new-3",v,1613,1,1-char,我每天都演。,I to develop every day.
蓝,藍,Lán,surname Lan,"newest-3, new-2, old-3","a, g",1615,1,1-char,这个很蓝。,This is very surname Lan.
顿,頓,dùn,"to stop; to pause; to arrange; to lay out; to kowtow; to stamp (one's foot); at once; classifier for meals, beatings, scoldings etc: time, bout, spell, meal","newest-4, new-3, old-4","qv, g",1617,1,1-char,我在学习“顿”。,I'm learning '顿'.
纸,帋,zhǐ,variant of 纸,"newest-3, new-2","n, q",1621,1,1-char,这是纸。,This is a variant of 纸.
背,揹,bēi,variant of 背,"newest-4, new-2, old-5","v, n",1623,1,1-char,我每天都背。,I variant of 背 every day.
顶,頂,dǐng,"apex; crown of the head; top; roof; most; to carry on the head; to push to the top; to go against; to replace; to substitute; to be subjected to (an aerial bombing, hailstorm etc); (slang) to ""bump"" a forum thread to raise its profile; classifier for headwear, hats, veils etc","newest-6, new-4, old-5","v, q, g, f",1623,1,1-char,我每天都顶。,I apex every day.
货,貨,huò,goods; money; commodity,"newest-4, new-4",n,1631,1,1-char,这是货。,This is a goods.
需,需,xū,to require; to need; to want; necessity; need,"newest-5, new-7","v, g",1631,1,1-char,我每天都需。,I to require every day.
急,急,jí,urgent; pressing; rapid; hurried; worried; to make (sb) anxious,"newest-3, new-2","v, ad, a",1635,1,1-char,我每天都急。,I urgent every day.
犯,犯,fàn,to violate; to offend; to assault; criminal; crime; to make a mistake; recurrence (of mistake or sth bad),"newest-6, new-6","v, g",1635,1,1-char,我每天都犯。,I to violate every day.
疼,疼,téng,(it) hurts; sore; to love dearly,"newest-2, new-2, old-3","v, a",1641,1,1-char,我每天都疼。,I hurts; sore every day.
合,合,gě,"100 ml; one-tenth of a peck; measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗","newest-5, new-3",v,1643,1,1-char,我每天都合。,I 100 ml every day.
罗,羅,Luó,surname Luo,new-7,"b, nr, v",1653,1,1-char,我在学习“罗”。,I'm learning '罗'.
丢,丟,diū,to lose; to put aside; to throw,"newest-3, new-5, old-4",v,1655,1,1-char,我每天都丢。,I to lose every day.
胜,勝,shèng,victory; success; to beat; to defeat; to surpass; victorious; superior to; to get the better of; better than; surpassing; superb (of vista); beautiful (scenery); wonderful (view); (Taiwan pr. [shēng]) able to bear; equal to (a task),"newest-5, new-3","v, g",1663,1,1-char,我每天都胜。,I victory every day.
幅,幅,fú,width; roll; classifier for textiles or pictures,"newest-4, new-5, old-5",q,1668,1,1-char,我在学习“幅”。,I'm learning '幅'.
压,壓,yā,to press; to push down; to keep under (control); pressure,"newest-4, new-3",v,1672,1,1-char,我每天都压。,I to press every day.
格,格,gé,square; frame; rule; (legal) case; style; character; standard; pattern; (grammar) case; (classical) to obstruct; to hinder; (classical) to arrive; to come; (classical) to investigate; to study exhaustively,new-7,"n, b, g",1674,1,1-char,这是格。,This is a square.
舞,舞,wǔ,to dance; to wield; to brandish,"newest-7, new-5","v, n",1675,1,1-char,我每天都舞。,I to dance every day.
建,建,jiàn,to establish; to found; to set up; to build; to construct,"newest-5, new-3",v,1679,1,1-char,我每天都建。,I to establish every day.
服,服,fú,"clothes; dress; garment; to serve (in the military, a prison sentence etc); to obey; to be convinced (by an argument); to convince; to admire; to acclimatize; to take (medicine); mourning clothes; to wear mourning clothes","newest-6, new-6","v, q",1682,1,1-char,我每天都服。,I clothes every day.
亮,亮,liàng,bright; clear; resonant; to shine; to show; to reveal,"newest-4, new-2, old-4","v, a",1691,1,1-char,我每天都亮。,I bright every day.
篇,篇,piān,"sheet; piece of writing; bound set of bamboo slips used for record keeping (old); classifier for written items: chapter, article","newest-4, new-2, old-4","q, g",1691,1,1-char,我在学习“篇”。,I'm learning '篇'.
布,佈,bù,variant of 布; to announce; to spread,"newest-6, new-3, old-5","n, g, b, nr",1694,1,1-char,这是布。,This is a variant of 布.
既,既,jì,already; since; both... (and...),"newest-4, new-4","c, d",1698,1,1-char,我在学习“既”。,I'm learning '既'.
样,樣,yàng,"manner; pattern; way; appearance; shape; classifier: kind, type","newest-6, new-6","q, g, u",1699,1,1-char,我在学习“样”。,I'm learning '样'.
平,平,Píng,surname Ping,"newest-5, new-2, old-5","a, v",1707,1,1-char,这个很平。,This is very surname Ping.
断,斷,duàn,to break; to snap; to cut off; to give up or abstain from sth; to judge; (usu. used in the negative) absolutely; definitely; decidedly,"newest-5, new-3, old-4","v, vn",1707,1,1-char,我每天都断。,I to break every day.
南,南,Nán,surname Nan,"newest-3, new-1, old-3","b, f",1709,1,1-char,我在学习“南”。,I'm learning '南'.
愿,愿,yuàn,honest; prudent; variant of 愿,"newest-5, new-5","v, g",1709,1,1-char,我每天都愿。,I honest every day.
理,理,lǐ,texture; grain (of wood); inner essence; intrinsic order; reason; logic; truth; science; natural science (esp. physics); to manage; to pay attention to; to run (affairs); to handle; to put in order; to tidy up,"newest-6, new-6","v, n",1714,1,1-char,我每天都理。,I texture every day.
钟,鍾,Zhōng,surname Zhong,"newest-7, new-3, old-5","n, nr",1714,1,1-char,这是钟。,This is a surname Zhong.
恨,恨,hèn,to hate; to regret,"newest-6, new-5, old-5","v, vn",1715,1,1-char,我每天都恨。,I to hate every day.
射,䠶,shè,old variant of 射,"newest-6, new-5","v, vn",1718,1,1-char,我每天都射。,I old variant of 射 every day.
股,股,gǔ,"thigh; part of a whole; portion of a sum; (stock) share; strand of a thread; low-level administrative unit, translated as ""section"" or ""department"" etc, ranked below 科; classifier for long winding things like ropes, rivers etc; classifier for smoke, smells etc: thread, puff, whiff; classifier for bands of people, gangs etc; classifier for sudden forceful actions","newest-7, new-6","q, n",1720,1,1-char,我在学习“股”。,I'm learning '股'.
千,千,qiān,thousand,"newest-1, new-2, old-2","m, t",1728,1,1-char,我有三千。,I have three thousand.
运,運,yùn,to move; to transport; to use; to apply; fortune; luck; fate,"newest-5, new-5",v,1730,1,1-char,我每天都运。,I to move every day.
墙,墻,qiáng,"variant of 墙, wall","newest-5, new-2, old-4",n,1741,1,1-char,这是墙。,"This is a variant of 墙, wall."
剑,劍,jiàn,double-edged sword; classifier for blows of a sword,"newest-6, new-6",n,1749,1,1-char,这是剑。,This is a double-edged sword.
切,切,qiē,to cut; to slice; to carve; (math) tangential,"newest-5, new-4, old-5","v, d, g",1757,1,1-char,我每天都切。,I to cut; to slice; to carve every day.
板,板,bǎn,board; plank; plate; shutter; table tennis bat; clappers (music); accented beat in Chinese music; hard; stiff; to stop smiling or look serious,new-3,"g, n, v, q, a",1759,1,1-char,我在学习“板”。,I'm learning '板'.
戏,戯,xì,variant of 戏,"newest-5, new-5","n, g",1763,1,1-char,这是戏。,This is a variant of 戏.
慢,慢,màn,slow,"newest-2, new-1, old-2","a, ad",1770,1,1-char,这个很慢。,This is very slow.
修,修,Xiū,surname Xiu,"newest-4, new-3, old-4",v,1778,1,1-char,我每天都修。,I surname Xiu every day.
旧,舊,jiù,old; opposite: new 新; former; worn (with age),"newest-3, new-3, old-3","a, g",1787,1,1-char,这个很旧。,This is very old.
偷,偷,tōu,to steal; to pilfer; to snatch; thief; stealthily,"newest-6, new-5","v, d",1795,1,1-char,我每天都偷。,I to steal every day.
戴,戴,Dài,surname Dai,"newest-4, new-4, old-4","v, nr",1802,1,1-char,我每天都戴。,I surname Dai every day.
退,退,tuì,to retreat; to withdraw; to reject; to return (sth); to decline,"newest-5, new-3, old-5",v,1809,1,1-char,我每天都退。,I to retreat; to withdraw every day.
黄,黃,Huáng,surname Huang or Hwang,"newest-6, new-2, old-3","nr, a, b",1809,1,1-char,这是黄。,This is a surname Huang or Hwang.
轻,輕,qīng,light; easy; gentle; soft; reckless; unimportant; frivolous; small in number; unstressed; neutral; to disparage,"newest-4, new-2, old-4","a, ad, v, g",1814,1,1-char,这个很轻。,This is very light.
岛,㠀,dǎo,variant of 岛,"newest-6, new-6, old-5",n,1816,1,1-char,这是岛。,This is a variant of 岛.
官,官,Guān,surname Guan,"newest-6, new-4, old-5",n,1825,1,1-char,这是官。,This is a surname Guan.
替,替,tì,to substitute for; to take the place of; to replace; for; on behalf of; to stand in for,"newest-5, new-4","p, v",1826,1,1-char,我替家来。,I come to substitute for home.
北,北,běi,north; (classical) to be defeated,"newest-3, new-1",f,1835,1,1-char,我在学习“北”。,I'm learning '北'.
付,付,Fù,surname Fu,"newest-4, new-3","v, q",1840,1,1-char,我每天都付。,I surname Fu every day.
混,混,hún,confused; dirty; to mix; muddy; variant of 浑,"newest-6, new-6","v, ad, a",1849,1,1-char,我每天都混。,I confused every day.
摆,擺,bǎi,to arrange; to exhibit; to move to and fro; a pendulum,"newest-6, new-4, old-5",v,1854,1,1-char,我每天都摆。,I to arrange every day.
吓,嚇,hè,to scare; to intimidate; to threaten; (interjection showing disapproval) tut-tut; (interjection showing astonishment),"newest-6, new-5, old-5",v,1856,1,1-char,我每天都吓。,I to scare every day.
升,升,shēng,to ascend; to rise to the rank of; to promote; to hoist; liter; measure for dry grain equal to one-tenth dou 斗,"newest-5, new-3, old-5","v, q",1863,1,1-char,我每天都升。,I to ascend every day.
色,色,sè,color; look; appearance; sex,new-4,"g, n, q",1863,1,1-char,我在学习“色”。,I'm learning '色'.
困,困,kùn,to trap; to surround; hard-pressed; stranded; destitute,"newest-4, new-3, old-4","v, an, a, vn",1868,1,1-char,我每天都困。,I to trap every day.
初,初,chū,at first; (at the) beginning; first; junior; basic,"newest-5, new-3","f, d, g",1869,1,1-char,我在学习“初”。,I'm learning '初'.
员,員,yuán,person; employee; member,"newest-3, new-3","g, q, n",1874,1,1-char,我在学习“员”。,I'm learning '员'.
编,編,biān,to weave; to plait; to organize; to group; to arrange; to edit; to compile; to write; to compose; to fabricate; to make up,"newest-6, new-4","v, g",1875,1,1-char,我每天都编。,I to weave every day.
