hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
带领,帶領,dài lǐng,to guide; to lead,"newest-6, new-3, old-6","v, vn",4056,2,2-char,我每天都带领。,I to guide every day.
上网,上網,shàng wǎng,"to go online; to connect to the Internet; (of a document etc) to be uploaded to the Internet; (tennis, volleyball etc) to move in close to the net","newest-2, new-1, old-3","v, vn",4061,2,2-char,我每天都上网。,I to go online every day.
探索,探索,tàn suǒ,to explore; to probe,"newest-6, new-6, old-6","v, vn",4061,2,2-char,我每天都探索。,I to explore; to probe every day.
财政,財政,cái zhèng,finances (public); financial,"newest-7, new-7, old-6",n,4062,2,2-char,这是财政。,This is a finances.
对抗,對抗,duì kàng,to withstand; to resist; to stand off; antagonism; confrontation,"newest-6, new-6, old-6","v, vn",4063,2,2-char,我每天都对抗。,I to withstand every day.
迹象,跡象,jì xiàng,sign; indication; mark; indicator,"newest-7, new-7, old-6",n,4065,2,2-char,这是迹象。,This is a sign; indication; mark; indicator.
秩序,秩序,zhì xù,order (orderly); order (sequence); social order; the state (of society),"newest-6, new-7, old-5",n,4066,2,2-char,这是秩序。,This is an order.
风景,風景,fēng jǐng,scenery; landscape,"newest-4, new-4, old-4",n,4068,2,2-char,这是风景。,This is a scenery; landscape.
支援,支援,zhī yuán,to provide assistance; to support; to back,"newest-7, new-6, old-6","v, vn",4069,2,2-char,我每天都支援。,I to provide assistance every day.
线路,線路,xiàn lù,(electricity) line; circuit; wire; (traffic) road; track; route,"newest-5, new-6",n,4070,2,2-char,这是线路。,This is a line; circuit; wire.
血管,血管,xuè guǎn,vein; artery,"newest-6, new-6",n,4071,2,2-char,这是血管。,This is a vein.
善良,善良,shàn liáng,good and honest; kindhearted,"newest-5, new-4, old-5","a, an",4078,2,2-char,这个很善良。,This is very good and honest.
笑话,笑話,xiào hua,joke; jest; to laugh at; to mock,"newest-4, new-2, old-4",n,4078,2,2-char,这是笑话。,This is a joke; jest.
可靠,可靠,kě kào,reliable,"newest-5, new-3, old-5",a,4079,2,2-char,这个很可靠。,This is very reliable.
其余,其餘,qí yú,the rest; the others; remaining; remainder; apart from them,"newest-5, new-4, old-5",r,4081,2,2-char,我在学习“其余”。,I'm learning '其余'.
以往,以往,yǐ wǎng,in the past; formerly,"newest-6, new-5, old-6",t,4084,2,2-char,我们以往见。,See you in the past.
娃娃,娃娃,wá wa,baby; small child; doll,"newest-6, new-6, old-6",n,4084,2,2-char,这是娃娃。,This is a baby.
热线,熱線,rè xiàn,hotline (communications link),"newest-6, new-6",n,4084,2,2-char,这是热线。,This is a hotline.
关联,關聯,guān lián,to be related; to be connected; relationship; connection,"newest-6, new-6","vn, v",4086,2,2-char,我每天都关联。,I to be related; to be connected every day.
规模,規模,guī mó,scale; scope; extent,"newest-5, new-4, old-5","n, d",4088,2,2-char,这是规模。,This is a scale.
决心,決心,jué xīn,determination; resolution; determined; firm and resolute; to make up one's mind,"newest-5, new-3, old-5","n, d",4092,2,2-char,这是决心。,This is a determination.
商场,商場,shāng chǎng,shopping mall; shopping center; department store; emporium; the business world,"newest-2, new-1",n,4093,2,2-char,这是商场。,This is a shopping mall.
乡村,鄉村,xiāng cūn,rustic; village; countryside,"newest-5, new-5",n,4094,2,2-char,这是乡村。,This is a rustic.
球迷,球迷,qiú mí,fan (ball sports),"newest-4, new-3, old-5",n,4097,2,2-char,这是球迷。,This is a fan.
何时,何時,hé shí,when,new-7,r,4100,2,2-char,我在学习“何时”。,I'm learning '何时'.
金钱,金錢,jīn qián,money; currency,"newest-6, new-6",n,4100,2,2-char,这是金钱。,This is a money.
蔬菜,蔬菜,shū cài,vegetables,"newest-5, new-5, old-5",n,4103,2,2-char,这是蔬菜。,This is a vegetables.
消灭,消滅,xiāo miè,to put an end to; to annihilate; to cause to perish; to perish; annihilation (in quantum field theory),"newest-6, new-6, old-5",v,4105,2,2-char,我每天都消灭。,I to put an end to every day.
签署,簽署,qiān shǔ,to sign (an agreement),"newest-7, new-7, old-6","v, vn",4105,2,2-char,我每天都签署。,I to sign every day.
哪怕,哪怕,nǎ pà,even; even if; even though; no matter how,"newest-5, new-4, old-5",c,4106,2,2-char,我在学习“哪怕”。,I'm learning '哪怕'.
补充,補充,bǔ chōng,to replenish; to supplement; to complement; additional; supplementary,"newest-5, new-3, old-5","v, vn",4107,2,2-char,我每天都补充。,I to replenish every day.
欺骗,欺騙,qī piàn,to deceive; to cheat,"newest-6, new-7, old-6","v, vn",4109,2,2-char,我每天都欺骗。,I to deceive every day.
街头,街頭,jiē tóu,street,"newest-6, new-6",s,4114,2,2-char,这是街头。,This is a street.
惊人,驚人,jīng rén,astonishing,"newest-6, new-6",a,4117,2,2-char,这个很惊人。,This is very astonishing.
最初,最初,zuì chū,first; primary; initial; original; at first; initially; originally,"newest-5, new-4, old-5","b, d",4118,2,2-char,我在学习“最初”。,I'm learning '最初'.
路过,路過,lù guò,to pass by or through,"newest-4, new-6",v,4118,2,2-char,我每天都路过。,I to pass by or through every day.
克服,克服,kè fú,(try to) overcome (hardships etc); to conquer; to put up with; to endure,"newest-5, new-3, old-5",v,4119,2,2-char,我每天都克服。,I overcome every day.
质疑,質疑,zhì yí,to call into question; to question (truth or validity),"newest-6, new-7","v, vn",4119,2,2-char,我每天都质疑。,I to call into question every day.
都会,都會,dū huì,city; metropolis,"newest-7, new-7",n,4120,2,2-char,这是都会。,This is a city.
海洋,海洋,hǎi yáng,ocean,"newest-4, new-6, old-4",n,4121,2,2-char,这是海洋。,This is an ocean.
金融,金融,jīn róng,banking; finance; financial,"newest-6, new-6, old-6",n,4125,2,2-char,这是金融。,This is a banking.
贸易,貿易,mào yì,(commercial) trade,"newest-6, new-5, old-5","vn, v",4129,2,2-char,我每天都贸易。,I trade every day.
窗户,窗戶,chuāng hu,window,"newest-4, new-4, old-4",n,4130,2,2-char,这是窗户。,This is a window.
楼下,樓下,lóu xià,downstairs,new-1,s,4135,2,2-char,这是楼下。,This is a downstairs.
子弹,子彈,zǐ dàn,bullet,"newest-7, new-5, old-6",n,4136,2,2-char,这是子弹。,This is a bullet.
装修,裝修,zhuāng xiū,to decorate; interior decoration; to fit up; to renovate,"newest-5, new-4","v, vn",4138,2,2-char,我每天都装修。,I to decorate every day.
面包,麵包,miàn bāo,bread,"newest-1, new-1, old-3",n,4138,2,2-char,这是面包。,This is a bread.
首席,首席,shǒu xí,"chief (representative, correspondent etc)","newest-7, new-6",n,4140,2,2-char,这是首席。,This is a chief.
成分,成分,chéng fèn,composition; ingredient; element; component; one's social status,"newest-5, new-6, old-5",n,4143,2,2-char,这是成分。,This is a composition; ingredient; element; component.
同一,同一,tóng yī,identical; the same,"newest-5, new-6",b,4145,2,2-char,我在学习“同一”。,I'm learning '同一'.
召开,召開,zhào kāi,to convene (a conference or meeting); to convoke; to call together,"newest-5, new-4, old-5",v,4146,2,2-char,我每天都召开。,I to convene every day.
外国,外國,wài guó,foreign (country),"newest-2, new-1",n,4151,2,2-char,这是外国。,This is a foreign.
唱片,唱片,chàng piàn,gramophone record; LP; music CD; musical album,"newest-7, new-4",n,4152,2,2-char,这是唱片。,This is a gramophone record.
平常,平常,píng cháng,ordinary; common; usually; ordinarily,"newest-4, new-2, old-5","a, d, t, n",4153,2,2-char,这个很平常。,This is very ordinary.
痕迹,痕跡,hén jì,vestige; mark; trace,"newest-6, new-7, old-6",n,4154,2,2-char,这是痕迹。,This is a vestige.
移植,移植,yí zhí,to transplant,"newest-7, new-7","vn, v",4158,2,2-char,我每天都移植。,I to transplant every day.
有限,有限,yǒu xiàn,limited; finite,"newest-5, new-4",a,4159,2,2-char,这个很有限。,This is very limited.
不但,不但,bù dàn,not only (... but also ...),"newest-3, new-2, old-4",c,4161,2,2-char,我在学习“不但”。,I'm learning '不但'.
代替,代替,dài tì,to replace; to take the place of,"newest-5, new-4, old-4",v,4167,2,2-char,我每天都代替。,I to replace every day.
冰箱,冰箱,bīng xiāng,icebox; freezer cabinet; refrigerator,"newest-3, new-4, old-3",n,4168,2,2-char,这是冰箱。,This is an icebox.
文字,文字,wén zì,character; script; writing; written language; writing style; phraseology,"newest-4, new-3",n,4168,2,2-char,这是文字。,This is a character.
过于,過於,guò yú,too much; excessively,"newest-5, new-5, old-6",d,4170,2,2-char,他过于来。,He comes too much.
借口,借口,jiè kǒu,to use as an excuse; excuse; pretext,"newest-7, new-7, old-5","n, v",4172,2,2-char,这是借口。,This is a to use as an excuse.
有利,有利,yǒu lì,advantageous; favorable,"newest-5, new-3, old-5",a,4172,2,2-char,这个很有利。,This is very advantageous; favorable.
清晰,清晰,qīng xī,clear; distinct,"newest-6, new-7, old-6","a, ad",4178,2,2-char,这个很清晰。,This is very clear.
码头,碼頭,mǎ tóu,dock; pier; wharf,"newest-6, new-5, old-6",n,4184,2,2-char,这是码头。,This is a dock.
体现,體現,tǐ xiàn,to embody; to reflect; to incarnate,"newest-5, new-3, old-5","v, vn",4185,2,2-char,我每天都体现。,I to embody every day.
热爱,熱愛,rè ài,to love ardently; to adore,"newest-5, new-3, old-5","v, vn",4185,2,2-char,我每天都热爱。,I to love ardently every day.
拯救,拯救,zhěng jiù,to save; to rescue,"newest-7, new-7","v, vn",4187,2,2-char,我每天都拯救。,I to save; to rescue every day.
家具,家具,jiā jù,furniture,"newest-4, new-3, old-4",n,4188,2,2-char,这是家具。,This is a furniture.
完了,完了,wán le,to be finished; to be done for; ruined; gone to the dogs; oh no,new-5,v,4189,2,2-char,我每天都完了。,I to be finished every day.
生长,生長,shēng zhǎng,to grow; to grow up; to be brought up,"newest-5, new-3","v, vn",4189,2,2-char,我每天都生长。,I to grow every day.
崩溃,崩潰,bēng kuì,to collapse; to crumble; to fall apart,"newest-7, new-7, old-6","v, vn",4192,2,2-char,我每天都崩溃。,I to collapse; to crumble; to fall apart every day.
循环,循環,xún huán,to cycle; to circulate; circle; loop,"newest-6, new-6, old-6","vn, v",4192,2,2-char,我每天都循环。,I to cycle every day.
汇报,匯報,huì bào,to report; to give an account of; to collect information and report back,"newest-6, new-4, old-6","v, vn",4195,2,2-char,我每天都汇报。,I to report every day.
从没,從沒,cóng méi,never (in the past); never did,new-6,d,4196,2,2-char,他从没来。,He comes never.
总裁,總裁,zǒng cái,chairman; director-general (of a company etc),"newest-6, new-5, old-5",n,4197,2,2-char,这是总裁。,This is a chairman.
协调,協調,xié tiáo,to coordinate; to harmonize; to fit together; to match (colors etc); harmonious; concerted,"newest-6, new-6, old-5","v, vn, a, ad, an",4200,2,2-char,我每天都协调。,I to coordinate every day.
鉴定,鑑定,jiàn dìng,to appraise; to identify; to evaluate,"newest-6, new-6, old-6","vn, v",4200,2,2-char,我每天都鉴定。,I to appraise every day.
超越,超越,chāo yuè,to surpass; to exceed; to transcend,"newest-6, new-5, old-6","v, vn",4202,2,2-char,我每天都超越。,I to surpass every day.
论文,論文,lùn wén,paper; treatise; thesis; to discuss a paper or thesis (old),"newest-5, new-4, old-5",n,4207,2,2-char,这是论文。,This is a paper.
半夜,半夜,bàn yè,midnight; in the middle of the night,"newest-5, new-2",t,4212,2,2-char,我们半夜见。,See you midnight.
特色,特色,tè sè,characteristic; distinguishing feature or quality,"newest-5, new-3, old-6",n,4212,2,2-char,这是特色。,This is a characteristic.
用户,用戶,yòng hù,user; consumer; subscriber; customer,"newest-5, new-5, old-6",n,4213,2,2-char,这是用户。,This is an user.
眼里,眼裡,yǎnli,In the eyes,new-4,s,4213,2,2-char,这是眼里。,This is an In the eyes.
正义,正義,zhèng yì,justice; righteousness; just; righteous,"newest-6, new-5, old-6",n,4214,2,2-char,这是正义。,This is a justice.
民众,民眾,mín zhòng,the populace; the masses; the common people,"newest-6, new-7",n,4219,2,2-char,这是民众。,This is a the populace; the masses; the common people.
从而,從而,cóng ér,thus; thereby,"newest-5, new-5, old-5",c,4223,2,2-char,我在学习“从而”。,I'm learning '从而'.
整体,整體,zhěng tǐ,"whole entity; entire body; synthesis; as a whole (situation, construction, team etc); global; macrocosm; integral; holistic; whole","newest-5, new-3, old-5",n,4225,2,2-char,这是整体。,This is a whole entity.
综合,綜合,zōng hé,comprehensive; composite; synthesized; mixed; to sum up; to integrate; to synthesize,"newest-5, new-4, old-5","vn, v, a",4226,2,2-char,我每天都综合。,I comprehensive every day.
穿越,穿越,chuān yuè,to pass through; to traverse; to cross,"newest-7, new-7, old-6","v, vn",4227,2,2-char,我每天都穿越。,I to pass through every day.
抛弃,拋棄,pāo qì,to abandon; to discard; to renounce; to dump (sb),"newest-7, new-7, old-6","v, vn",4229,2,2-char,我每天都抛弃。,I to abandon every day.
商量,商量,shāng liang,to consult; to talk over; to discuss,"newest-4, new-2, old-4",v,4232,2,2-char,我每天都商量。,I to consult every day.
场景,場景,chǎng jǐng,scene; scenario; situation; setting,"newest-6, new-6",n,4233,2,2-char,这是场景。,This is a scene; scenario; situation; setting.
多年,多年,duō nián,many years; for many years; longstanding,new-4,mq,4233,2,2-char,我有三多年。,I have three many years.
收费,收費,shōu fèi,to charge a fee,"newest-4, new-3","vn, v",4234,2,2-char,我每天都收费。,I to charge a fee every day.
形容,形容,xíng róng,to describe; (literary) countenance; appearance,"newest-5, new-4, old-5","v, vn",4235,2,2-char,我每天都形容。,I to describe every day.
青春,青春,qīng chūn,youth; youthfulness,"newest-6, new-4, old-5",n,4241,2,2-char,这是青春。,This is a youth.
列车,列車,liè chē,(railway) train,"newest-5, new-4",n,4242,2,2-char,这是列车。,This is a train.
战术,戰術,zhàn shù,tactics,"newest-7, new-6, old-6",n,4242,2,2-char,这是战术。,This is a tactics.
临床,臨床,lín chuáng,clinical,"newest-7, new-7, old-6","vn, v, b",4243,2,2-char,我每天都临床。,I clinical every day.
救援,救援,jiù yuán,to save; to support; to help; to assist,"newest-6, new-6","vn, v",4243,2,2-char,我每天都救援。,I to save every day.
黄色,黃色,huáng sè,yellow (color); pornographic,"newest-3, new-2",n,4243,2,2-char,这是黄色。,This is a yellow.
喜爱,喜愛,xǐ ài,to like; to love; to be fond of; favorite,"newest-3, new-4","v, vn",4247,2,2-char,我每天都喜爱。,I to like every day.
吸收,吸收,xī shōu,to absorb; to assimilate; to ingest; to recruit,"newest-5, new-4, old-5","v, vn",4256,2,2-char,我每天都吸收。,I to absorb every day.
优雅,優雅,yōu yǎ,grace; graceful,"newest-7, new-7","a, an",4257,2,2-char,这个很优雅。,This is very grace.
欲望,慾望,yù wàng,desire; longing; appetite; craving,"newest-6, new-7, old-6",n,4261,2,2-char,这是欲望。,This is a desire; longing; appetite; craving.
